0.0 , 0.0
0.15 , 0.05
0.13 , 0.1
0.1 , 0.15
0.07 , 0.2
0.03 , 0.25
0.0 , 0.3
-0.03 , 0.35
-0.06 , 0.4
-0.08 , 0.45
-0.11 , 0.5
-0.14 , 0.55
-0.16 , 0.6
-0.18 , 0.65
-0.21 , 0.7
-0.23 , 0.75
-0.25 , 0.8
-0.28 , 0.85
-0.31 , 0.9
-0.32 , 0.95
-0.35 , 1.0
-0.37 , 1.05
-0.4 , 1.1
-0.42 , 1.15
-0.43 , 1.2
-0.45 , 1.25
-0.47 , 1.3
-0.49 , 1.35
-0.5 , 1.4
-0.52 , 1.45
-0.54 , 1.5
-0.56 , 1.55
-0.57 , 1.6
-0.59 , 1.65
-0.61 , 1.7
-0.63 , 1.75
-0.63 , 1.8
-0.65 , 1.85
-0.66 , 1.9
-0.68 , 1.95
-0.69 , 2.0
-0.7 , 2.05
-0.71 , 2.1
-0.72 , 2.15
-0.73 , 2.2
-0.73 , 2.25
-0.74 , 2.3
-0.74 , 2.35
-0.76 , 2.4
-0.77 , 2.45
-0.79 , 2.5
-0.78 , 2.55
-0.8 , 2.6
-0.8 , 2.65
-0.82 , 2.7
-0.83 , 2.75
-0.83 , 2.8
-0.84 , 2.85
-0.85 , 2.9
-0.86 , 2.95
-0.87 , 3.0
-0.88 , 3.05
-0.89 , 3.1
-0.9 , 3.15
-0.91 , 3.2
-0.92 , 3.25
-0.93 , 3.3
-0.93 , 3.35
-0.94 , 3.4
-0.95 , 3.45
-0.9599999 , 3.5
-0.98 , 3.55
-0.99 , 3.6
-1.0 , 3.65
-1.01 , 3.7
-1.01 , 3.75
-1.02 , 3.8
-1.03 , 3.85
-1.03 , 3.9
-1.04 , 3.95
-1.04 , 4.0
-1.05 , 4.05
-1.06 , 4.1
-1.07 , 4.15
-1.1 , 4.2
-1.1 , 4.25
-1.11 , 4.3
-1.12 , 4.35
-1.12 , 4.4
-1.13 , 4.45
-1.12 , 4.5
-1.13 , 4.55
-1.13 , 4.6
-1.13 , 4.65
-1.13 , 4.7
-1.14 , 4.75
-1.14 , 4.8
-1.15 , 4.85
-1.16 , 4.9
-1.15 , 4.95
-1.16 , 5.0
-1.16 , 5.05
-1.17 , 5.1
-1.18 , 5.15
-1.18 , 5.2
-1.18 , 5.25
-1.18 , 5.3
-1.18 , 5.35
-1.19 , 5.4
-1.19 , 5.45
-1.2 , 5.5
-1.21 , 5.55
-1.2 , 5.6
-1.2 , 5.65
-1.2 , 5.7
-1.2 , 5.75
-1.19 , 5.8
-1.2 , 5.85
-1.2 , 5.9
-1.21 , 5.95
-1.22 , 6.0
-1.22 , 6.05
-1.21 , 6.1
-1.21 , 6.15
-1.22 , 6.2
-1.22 , 6.25
-1.22 , 6.3
-1.23 , 6.35
-1.23 , 6.4
-1.23 , 6.45
-1.23 , 6.5
-1.24 , 6.55
-1.23 , 6.6
-1.23 , 6.65
-1.24 , 6.7
-1.23 , 6.75
-1.23 , 6.8
-1.24 , 6.85
-1.25 , 6.9
-1.24 , 6.95
-1.26 , 7.0
-1.25 , 7.05
-1.25 , 7.1
-1.26 , 7.15
-1.26 , 7.2
-1.27 , 7.25
-1.27 , 7.3
-1.29 , 7.35
-1.3 , 7.4
-1.3 , 7.45
-1.3 , 7.5
-1.29 , 7.55
-1.29 , 7.6
-1.29 , 7.65
-1.29 , 7.7
-1.29 , 7.75
-1.29 , 7.8
-1.28 , 7.85
